0.000000	3.401361
0.001000	3.401351
0.002000	3.401331
0.003000	3.401302
0.004000	3.401263
0.005000	3.401214
0.006000	3.401155
0.007000	3.401086
0.008000	3.401008
0.009000	3.400920
0.010000	3.400822
0.011000	3.400714
0.012000	3.400596
0.013000	3.400469
0.014000	3.400332
0.015000	3.400185
0.016000	3.400028
0.017000	3.399861
0.018000	3.399685
0.019000	3.399499
0.020000	3.399303
0.021000	3.399097
0.022000	3.398881
0.023000	3.398656
0.024000	3.398421
0.025000	3.398176
0.026000	3.397921
0.027000	3.397656
0.028000	3.397382
0.029000	3.397098
0.030000	3.396804
0.031000	3.396500
0.032000	3.396186
0.033000	3.395863
0.034000	3.395530
0.035000	3.395187
0.036000	3.394834
0.037000	3.394471
0.038000	3.394099
0.039000	3.393717
0.040000	3.393325
0.041000	3.392923
0.042000	3.392511
0.043000	3.392090
0.044000	3.391659
0.045000	3.391218
0.046000	3.390767
0.047000	3.390306
0.048000	3.389836
0.049000	3.389356
0.050000	3.388866
0.051000	3.388366
0.052000	3.387856
0.053000	3.387337
0.054000	3.386808
0.055000	3.386269
0.056000	3.385720
0.057000	3.385161
0.058000	3.384593
0.059000	3.384015
0.060000	3.383427
0.061000	3.382829
0.062000	3.382221
0.063000	3.381604
0.064000	3.380977
0.065000	3.380340
0.066000	3.379693
0.067000	3.379036
0.068000	3.378370
0.069000	3.377694
0.070000	3.377008
0.071000	3.376312
0.072000	3.375606
0.073000	3.374891
0.074000	3.374166
0.075000	3.373431
0.076000	3.372686
0.077000	3.371931
0.078000	3.371167
0.079000	3.370393
0.080000	3.369609
0.081000	3.368815
0.082000	3.368011
0.083000	3.367198
0.084000	3.366375
0.085000	3.365542
0.086000	3.364699
0.087000	3.363846
0.088000	3.362984
0.089000	3.362112
0.090000	3.361230
0.091000	3.360338
0.092000	3.359436
0.093000	3.358525
0.094000	3.357604
0.095000	3.356673
0.096000	3.355732
0.097000	3.354781
0.098000	3.353821
0.099000	3.352851
0.100000	3.351871
0.101000	3.350881
0.102000	3.349881
0.103000	3.348872
0.104000	3.347853
0.105000	3.346824
0.106000	3.345785
0.107000	3.344736
0.108000	3.343678
0.109000	3.342610
0.110000	3.341532
0.111000	3.340444
0.112000	3.339346
0.113000	3.338239
0.114000	3.337122
0.115000	3.335995
0.116000	3.334858
0.117000	3.333711
0.118000	3.332555
0.119000	3.331389
0.120000	3.330213
0.121000	3.329027
0.122000	3.327831
0.123000	3.326626
0.124000	3.325411
0.125000	3.324186
0.126000	3.322951
0.127000	3.321706
0.128000	3.320452
0.129000	3.319188
0.130000	3.317914
0.131000	3.316630
0.132000	3.315336
0.133000	3.314033
0.134000	3.312720
0.135000	3.311397
0.136000	3.310064
0.137000	3.308721
0.138000	3.307369
0.139000	3.306007
0.140000	3.304635
0.141000	3.303253
0.142000	3.301861
0.143000	3.300460
0.144000	3.299049
0.145000	3.297628
0.146000	3.296197
0.147000	3.294756
0.148000	3.293306
0.149000	3.291846
0.150000	3.290376
0.151000	3.288896
0.152000	3.287406
0.153000	3.285907
0.154000	3.284398
0.155000	3.282879
0.156000	3.281350
0.157000	3.279811
0.158000	3.278263
0.159000	3.276705
0.160000	3.275137
0.161000	3.273559
0.162000	3.271971
0.163000	3.270374
0.164000	3.268767
0.165000	3.267150
0.166000	3.265523
0.167000	3.263886
0.168000	3.262240
0.169000	3.260584
0.170000	3.258918
0.171000	3.257242
0.172000	3.255556
0.173000	3.253861
0.174000	3.252156
0.175000	3.250441
0.176000	3.248716
0.177000	3.246981
0.178000	3.245237
0.179000	3.243483
0.180000	3.241719
0.181000	3.239945
0.182000	3.238161
0.183000	3.236368
0.184000	3.234565
0.185000	3.232752
0.186000	3.230929
0.187000	3.229096
0.188000	3.227254
0.189000	3.225402
0.190000	3.223540
0.191000	3.221668
0.192000	3.219786
0.193000	3.217895
0.194000	3.215994
0.195000	3.214083
0.196000	3.212162
0.197000	3.210231
0.198000	3.208291
0.199000	3.206341
0.200000	3.204381
0.201000	3.202411
0.202000	3.200431
0.203000	3.198442
0.204000	3.196443
0.205000	3.194434
0.206000	3.192415
0.207000	3.190386
0.208000	3.188348
0.209000	3.186300
0.210000	3.184242
0.211000	3.182174
0.212000	3.180096
0.213000	3.178009
0.214000	3.175912
0.215000	3.173805
0.216000	3.171688
0.217000	3.169561
0.218000	3.167425
0.219000	3.165279
0.220000	3.163123
0.221000	3.160957
0.222000	3.158781
0.223000	3.156596
0.224000	3.154401
0.225000	3.152196
0.226000	3.149981
0.227000	3.147756
0.228000	3.145522
0.229000	3.143278
0.230000	3.141024
0.231000	3.138760
0.232000	3.136486
0.233000	3.134203
0.234000	3.131910
0.235000	3.129607
0.236000	3.127294
0.237000	3.124971
0.238000	3.122639
0.239000	3.120297
0.240000	3.117945
0.241000	3.115583
0.242000	3.113211
0.243000	3.110830
0.244000	3.108439
0.245000	3.106038
0.246000	3.103627
0.247000	3.101206
0.248000	3.098776
0.249000	3.096336
0.250000	3.093886
0.251000	3.091426
0.252000	3.088956
0.253000	3.086477
0.254000	3.083988
0.255000	3.081489
0.256000	3.078980
0.257000	3.076461
0.258000	3.073933
0.259000	3.071395
0.260000	3.068847
0.261000	3.066289
0.262000	3.063721
0.263000	3.061144
0.264000	3.058557
0.265000	3.055960
0.266000	3.053353
0.267000	3.050736
0.268000	3.048110
0.269000	3.045474
0.270000	3.042828
0.271000	3.040172
0.272000	3.037506
0.273000	3.034831
0.274000	3.032146
0.275000	3.029451
0.276000	3.026746
0.277000	3.024031
0.278000	3.021307
0.279000	3.018573
0.280000	3.015829
0.281000	3.013075
0.282000	3.010311
0.283000	3.007538
0.284000	3.004755
0.285000	3.001962
0.286000	2.999159
0.287000	2.996346
0.288000	2.993524
0.289000	2.990692
0.290000	2.987850
0.291000	2.984998
0.292000	2.982136
0.293000	2.979265
0.294000	2.976384
0.295000	2.973493
0.296000	2.970592
0.297000	2.967681
0.298000	2.964761
0.299000	2.961831
0.300000	2.958891
0.301000	2.955941
0.302000	2.952981
0.303000	2.950012
0.304000	2.947033
0.305000	2.944044
0.306000	2.941045
0.307000	2.938036
0.308000	2.935018
0.309000	2.931990
0.310000	2.928952
0.311000	2.925904
0.312000	2.922846
0.313000	2.919779
0.314000	2.916702
0.315000	2.913615
0.316000	2.910518
0.317000	2.907411
0.318000	2.904295
0.319000	2.901169
0.320000	2.898033
0.321000	2.894887
0.322000	2.891731
0.323000	2.888566
0.324000	2.885391
0.325000	2.882206
0.326000	2.879011
0.327000	2.875806
0.328000	2.872592
0.329000	2.869368
0.330000	2.866134
0.331000	2.862890
0.332000	2.859636
0.333000	2.856373
0.334000	2.853100
0.335000	2.849817
0.336000	2.846524
0.337000	2.843221
0.338000	2.839909
0.339000	2.836587
0.340000	2.833255
0.341000	2.829913
0.342000	2.826561
0.343000	2.823200
0.344000	2.819829
0.345000	2.816448
0.346000	2.813057
0.347000	2.809656
0.348000	2.806246
0.349000	2.802826
0.350000	2.799396
0.351000	2.795956
0.352000	2.792506
0.353000	2.789047
0.354000	2.785578
0.355000	2.782099
0.356000	2.778610
0.357000	2.775111
0.358000	2.771603
0.359000	2.768085
0.360000	2.764557
0.361000	2.761019
0.362000	2.757471
0.363000	2.753914
0.364000	2.750347
0.365000	2.746770
0.366000	2.743183
